source,target,importance
CACNB4,CACNB4,1.0
SOX1,SOX1,0.9999988
RAN,PHB,0.3201091
PRDX1,PHB,0.33955866
NME1,PHB,0.36788845
RANBP1,PHB,0.37687755
PHB,PHB,0.9999936
CSRP2,CSRP2,0.9999733
CDKN2D,CDKN2D,1.0
TRMT10C,TRMT10C,0.99999475
HLA-E,HLA-E,0.9999349
CH507-154B10.2,CH507-154B10.2,0.9999693
RP11-302B13.5,RP11-302B13.5,0.999898
PTAFR,ADGRE3,0.32883614
GLIPR1,ADGRE3,0.34222358
NCF1,ADGRE3,0.37700164
CIB3,ADGRE3,0.38784942
MYO1G,ADGRE3,0.38880128
IL22RA2,ADGRE3,0.7351577
ADGRE3,ADGRE3,0.9999855
RP11-756P10.2,RP11-756P10.2,0.9999152
RP4-616B8.5,RP4-616B8.5,1.0
RP5-1024G6.7,RP5-1024G6.7,1.0
IRS1,IRS1,0.9999559
CKM,CKM,0.9999003
ZNF385D,ZNF385D,1.0
CARD9,CARD9,0.999935
RP11-230B22.1,RP11-230B22.1,1.0
NCAPD3,NCAPD3,0.9999449
PTPN7,PTPN7,0.99996203
PCSK1N,PCSK1N,1.0
RACGAP1,RACGAP1,1.0
RAN,PRDX6,0.31780863
PSMB1,PRDX6,0.31803483
PSMA4,PRDX6,0.3180552
GAPDH,PRDX6,0.32558152
GSTP1,PRDX6,0.32685515
UBB,PRDX6,0.33742756
PRDX1,PRDX6,0.37771466
PRDX6,PRDX6,0.99999726
CBS,CBS,1.0
COPS6,COPS6,1.0
CYP19A1,CYP19A1,1.0
RP11-191G24.1,RP11-191G24.1,0.9998323
EPHA1-AS1,EPHA1-AS1,1.0
WDR25,WDR25,1.0
ECE2,ECE2,1.0
SRPK1,SRPK1,0.99999607
CALM1,CALM1,1.0
NLRP1,NLRP1,0.9999268
FOXF1,FOXF1,0.9999904
OSER1,OSER1,1.0
LCP2,LCP2,1.0
GSG1,GSG1,0.99984306
SLC2A9,SLC2A9,1.0
HIST1H1C,HIST1H2BJ,0.40990373
HIST1H2BJ,HIST1H2BJ,1.0
MTFR2,MTFR2,1.0
EFNB2,EFNB2,0.9999084
CEP57,CEP57,0.99997395
ZFAT,ZFAT,0.99996614
MAN2A2,MAN2A2,0.9999414
MT-CO1,LDHB,0.3234623
MT-CO3,LDHB,0.32502368
CACYBP,LDHB,0.33067197
PSMB1,LDHB,0.33592844
MDH2,LDHB,0.3399226
RAN,LDHB,0.3486052
HSP90AA1,LDHB,0.35426128
NACA,LDHB,0.35872105
FAU,LDHB,0.36093992
LDHA,LDHB,0.37017903
UBB,LDHB,0.3769023
PRDX1,LDHB,0.37895432
PSMA4,LDHB,0.4104804
GAPDH,LDHB,0.4108641
NPM1,LDHB,0.4250057
LDHB,LDHB,0.999999
IGDCC4,IGDCC4,0.9999729
RP11-501C14.5,RP11-501C14.5,1.0
CFAP70,CFAP70,0.9999135
HDAC5,HDAC5,0.9999181
AC144652.1,AC144652.1,1.0
RP11-522B15.3,RP11-522B15.3,0.99992687
LINC01411,LINC01411,1.0
GALNT6,GALNT6,1.0
PYY,PYY,1.0
ARHGAP30,ARHGAP30,0.9999895
PPIAL4G,PPIAL4G,1.0
OXTR,OXTR,1.0
CKAP5,CKAP5,1.0
POLD3,POLD3,1.0
CACNB1,CACNB1,1.0
RP11-324E6.10,RP11-324E6.10,0.9998991
MSX1,MSX1,1.0
PDP2,PDP2,1.0
CNDP1,CNDP1,1.0
DNAAF5,DNAAF5,0.9999013
EGF,EGF,1.0
UFD1L,PSMB3,0.31167746
POMP,PSMB3,0.3167868
CACYBP,PSMB3,0.31997442
CLIC1,PSMB3,0.32557496
NDUFS5,PSMB3,0.32753417
PSMA4,PSMB3,0.3290341
ATP5G3,PSMB3,0.33286023
HSP90AA1,PSMB3,0.33399263
GSTP1,PSMB3,0.3388798
UBE2L3,PSMB3,0.34305686
RAN,PSMB3,0.35551813
PSMB2,PSMB3,0.35652155
PSMB1,PSMB3,0.39068806
UBB,PSMB3,0.39661217
PRDX1,PSMB3,0.45352527
PSMB3,PSMB3,0.99999475
SAPCD2,SAPCD2,0.99996144
PSMA4,COX4I1,0.31347716
GSTP1,COX4I1,0.31712478
UBB,COX4I1,0.3368276
PSMB1,COX4I1,0.3419927
FAU,COX4I1,0.38960892
PRDX1,COX4I1,0.4165422
COX4I1,COX4I1,0.9999994
EIF2S1,EIF2S1,1.0
CGN,CGN,0.9999826
GABBR1,GABBR1,0.9999284
PFN2,PFN2,1.0
NOLC1,NOLC1,0.999974
DUBR,DUBR,0.99992526
KLF16,KLF16,0.9999574
STX11,STX11,1.0
CASC5,CASC5,1.0
KISS1,PDGFA,0.33081198
RP11-702F3.3,PDGFA,0.33678007
JADRR,PDGFA,0.3575771
HEY1,PDGFA,0.36827672
PGAM2,PDGFA,0.3742567
RP13-143G15.4,PDGFA,0.37933874
COL6A2,PDGFA,0.4049323
RP11-1152H15.1,PDGFA,0.40551877
LILRB1,PDGFA,0.4056138
RP11-366H4.1,PDGFA,0.46600968
PAEP,PDGFA,0.5635534
APP,PDGFA,0.56427455
TFPI2,PDGFA,0.6828697
CTB-178M22.2,PDGFA,0.6828697
CCNA1,PDGFA,0.68286973
PDGFA,PDGFA,0.999985
ADNP-AS1,ADNP-AS1,0.99991435
PHLDA2,PHLDA2,0.9999389
OVOL2,OVOL2,0.99996275
GAD1,GAD1,1.0
RP11-30L15.6,RP11-30L15.6,0.9998843
MKRN2OS,CD200R1,0.6371413
CD200R1,CD200R1,1.0
CPB2-AS1,CPB2-AS1,0.9999033
AC100830.4,AC100830.4,1.0
RP11-95P2.3,RP11-95P2.3,0.9999196
RP11-452L6.5,RP11-452L6.5,0.9999745
CARD18,CARD18,1.0
UNC50,UNC50,0.999981
FAM50A,FAM50A,0.9999468
ITPKB-AS1,ITPKB-AS1,0.9998449
AGRN,AGRN,1.0
RP11-379J13.2,RP11-379J13.2,0.9999296
SPINK4,SPINK4,0.9999074
AUP1,AUP1,1.0
C12orf10,C12orf10,1.0
SLC39A8,SLC39A8,0.99996036
CDCA2,CDCA2,1.0
GAL3ST1,GAL3ST1,1.0
HBZ,HBA1,0.3510743
HBA1,HBA1,0.999968
DUSP4,DUSP4,1.0
RP5-1074L1.1,RP5-1074L1.1,1.0
COA7,COA7,1.0
DNAJC8,DNAJC8,0.9999797
SIX2,SIX2,0.9999986
RP11-634B7.4,RP11-634B7.4,1.0
CD99,CD99,1.0
LINC01311,LINC01311,0.99996567
TCEANC,TCEANC,1.0
NFKBIZ,NFKBIZ,0.99997693
SCLT1,SCLT1,1.0
CDC25B,CDC25B,1.0
FAM174A,FAM174A,0.9999209
TAMM41,TAMM41,0.999946
SKA1,SKA1,1.0
RPS27,RPL36,0.3111067
RPS15,RPL36,0.3454979
RPS29,RPL36,0.3516716
RPL34,RPL36,0.36445966
RPS18,RPL36,0.3667535
RPS28,RPL36,0.38127246
RPL36,RPL36,0.9999996
RP11-395G23.3,RP11-395G23.3,1.0
ARHGDIG,ARHGDIG,0.9999551
INHBE,INHBE,1.0
TAC3,TAC3,1.0
RP1-313I6.12,RP1-313I6.12,0.99993545
CCT7,CCT7,0.9999984
EXOSC7,EXOSC7,0.99996424
ELMOD1,ELMOD1,0.99999565
KSR1,KSR1,1.0
OVOS2,OVOS2,0.9999493
NPDC1,NPDC1,0.99989706
POU2F1,POU2F1,1.0
GDA,GDA,0.999929
EMC7,EMC7,0.9999731
SMARCA1,SMARCA1,0.9999112
ATP2A3,ATP2A3,0.99987626
ZNF677,ZNF677,0.9999165
HEMK1,HEMK1,1.0
DNAJB1,DNAJB1,0.99994713
CLEC4M,CLEC4M,0.9999576
UQCC2,UQCC2,0.99998885
FOXC1,FOXC1,1.0
CORO1A,CORO1A,0.999894
RP11-368I7.4,RP11-368I7.4,0.99991804
AMPD3,AMPD3,1.0
TMEM121,TMEM121,0.9999013
ZNF337-AS1,ZNF337-AS1,0.999926
CITED4,CITED4,1.0
CLCN7,CLCN7,0.9999896
EIF1,MT-ATP6,0.311897
MT-ND3,MT-ATP6,0.37244537
MT-ND1,MT-ATP6,0.52528954
MT-CYB,MT-ATP6,0.5745829
MT-ND2,MT-ATP6,0.5769409
MT-CO3,MT-ATP6,0.7132569
MT-CO1,MT-ATP6,0.71557236
MT-CO2,MT-ATP6,0.7308457
MT-ND4,MT-ATP6,0.7404837
MT-ATP6,MT-ATP6,1.0
LHX5,LHX5,1.0
KRT7,RP11-157D23.2,0.32126427
CXCR4,RP11-157D23.2,0.38760492
RP11-157D23.2,RP11-157D23.2,1.0
FXYD6,RP11-157D23.2,1.0
PRKCB,PRKCB,0.999915
PSMB2,PSMA7,0.31022906
GAPDH,PSMA7,0.31028566
UBB,PSMA7,0.32176226
UBE2L3,PSMA7,0.3226987
HSP90AA1,PSMA7,0.3235715
UFD1L,PSMA7,0.32379055
PSMB1,PSMA7,0.328662
NME1,PSMA7,0.34093925
PSMA4,PSMA7,0.3451411
CACYBP,PSMA7,0.34940007
PRDX1,PSMA7,0.35979626
RAN,PSMA7,0.3685784
RANBP1,PSMA7,0.3963019
PSMA7,PSMA7,1.0
ANKLE1,ANKLE1,0.99994427
PIF1,AURKB,0.3172804
TOP2A,AURKB,0.32212278
AURKB,AURKB,1.0
TNKS1BP1,TNKS1BP1,0.9999968
RP11-301G19.1,RP11-301G19.1,1.0
RP5-991G20.1,RP5-991G20.1,0.9999393
DNAJC12,DNAJC12,0.99991053
RP11-670E13.6,RP11-670E13.6,1.0
AKAP5,AKAP5,1.0
DNASE1,DNASE1,0.9999658
SERTAD1,SERTAD1,1.0
NDUFB1,NDUFB1,1.0
FURIN,FURIN,0.9999912
PHKA1,PHKA1,1.0
SLC39A3,SLC39A3,0.99999136
ZNF699,ZNF699,0.9999757
DOCK2,DOCK2,0.9999118
SUN2,SUN2,1.0
NR1D2,NR1D2,0.99987286
SLC30A2,SLC30A2,1.0
TNFRSF10B,TNFRSF10B,0.99999744
MAL,MEGF6,0.40484557
MEGF6,MEGF6,1.0
STRA13,STRA13,0.99998635
CAPN1,CAPN1,1.0
RPL34,RPS3,0.47961348
RPL4,RPS3,0.47965443
RPS5,RPS3,0.49092558
GNB2L1,RPS3,0.5166368
RPL14,RPS3,0.5421144
RPL10,RPS3,0.5430108
RPL7,RPS3,0.5652082
RPL10A,RPS3,0.58638406
RPL5,RPS3,0.5875446
RPS6,RPS3,0.6210916
EEF1A1,RPS3,0.62259614
RPS4X,RPS3,0.63004404
RPS18,RPS3,0.6397682
RPL3,RPS3,0.649947
RPL13A,RPS3,0.66298705
RPS3,RPS3,1.0
IL22RA2,JAML,0.32539874
JAML,JAML,0.9999649
RAD18,RAD18,1.0
RP11-158M2.5,RP11-158M2.5,1.0
C12orf29,C12orf29,0.9999838
RPGRIP1L,RPGRIP1L,0.99994874
CKAP2L,CKAP2L,0.9999425
RMRP,RMRP,1.0
PRDX1,POLR2G,0.3259428
POLR2G,POLR2G,1.0
GS1-259H13.2,GS1-259H13.2,1.0
IL21R,IL21R,0.999781
EIF6,EIF6,0.9999756
IL10RB,IL10RB,1.0
RP1-28O10.1,MNDA,0.37684128
MNDA,MNDA,1.0
NCF1,MYO1G,0.3190652
ADGRE3,MYO1G,0.38880128
IL22RA2,MYO1G,0.42527646
MYO1G,MYO1G,1.0
CFH,CFH,1.0
SQLE,SQLE,0.9999855
SLC30A1,SLC30A1,0.9999171
NR1D1,NR1D1,1.0
APOA1,APOA1,1.0
TMEM99,TMEM99,1.0
SPSB4,SPSB4,1.0
RP11-806H10.4,RP11-806H10.4,1.0
MIXL1,MIXL1,1.0
RP11-420K8.1,RP11-420K8.1,1.0
NAPSA,NAPSA,1.0
PASD1,PASD1,1.0
BACH2,BACH2,1.0
EBI3,EBI3,0.99993736
RGMA,MDFI,0.31881118
KRT15,MDFI,0.33183348
GUCY2D,MDFI,0.34491217
NGFR,MDFI,0.36029652
RP11-462G2.1,MDFI,0.41209576
PCDHA3,MDFI,0.4817491
MDFI,MDFI,0.99987423
MAPT,MAPT,0.9999856
GDF15,GDF15,1.0
LRRIQ3,LRRIQ3,0.9999404
AC129778.2,AC129778.2,0.9999288
RP11-227H15.4,RP11-227H15.4,1.0
MOCOS,MOCOS,0.99989605
SMIM2-AS1,SMIM2-AS1,1.0
SLC52A3,SLC52A3,1.0
SLC6A20,SLC6A20,1.0
TPM2,TPM2,0.9999915
HCG20,HCG20,1.0
ACVR2A,ACVR2A,0.99993396
TXLNG,TXLNG,0.99994415
CAPRIN2,CAPRIN2,1.0
C1orf116,C1orf116,0.9999533
OCLN,OCLN,0.9998214
MYC,MYC,0.99998665
NFE2L2,NFE2L2,0.99999696
DBF4,DBF4,1.0
KAZALD1,KAZALD1,0.999918
KPNA2,CDK1,0.32549533
TUBB,CDK1,0.38070413
TOP2A,CDK1,0.3946728
PIF1,CDK1,0.40620777
CDK1,CDK1,0.99999744
CEP83,CEP83,0.999924
C6orf99,C6orf99,1.0
STARD10,STARD10,1.0
BVES-AS1,BVES-AS1,1.0
CALCR,CALCR,1.0
CRELD2,CRELD2,1.0
TEX19,TEX19,0.99993193
AIM1L,AIM1L,0.9999634
RP5-1171I10.5,RP5-1171I10.5,1.0
PPP2R3A,PPP2R3A,0.9998944
CDC42EP5,CDC42EP5,0.99995893
DDR2,DDR2,0.99995255
CNN2,CNN2,0.99998885
PIF1,CCNA2,0.3169043
TUBB,CCNA2,0.34193042
TOP2A,CCNA2,0.34705436
CCNA2,CCNA2,1.0
ENTPD4,ENTPD4,1.0
KRBA1,KRBA1,1.0
LYG2,LYG2,0.9999432
PKDCC,PKDCC,0.99996865
TBL1X,TBL1X,1.0
SEMA4F,SEMA4F,1.0
ZNF25,ZNF25,1.0
PPM1M,PPM1M,1.0
TLR4,TRAF3IP3,0.32463098
TESPA1,TRAF3IP3,0.4650234
TRAF3IP3,TRAF3IP3,0.999853
MAGED2,MAGED2,0.99990326
ACAN,ACAN,1.0
MAP7D3,MAP7D3,0.999922
TMEM108,TMEM108,1.0
NR3C1,NR3C1,1.0
NAF1,NAF1,0.99989504
BTNL9,BTNL9,0.99993706
CPE,NCALD,0.4207945
NCALD,NCALD,1.0
RP11-435O5.2,RP11-435O5.2,0.9999028
GPR85,GPR85,0.9999069
TMEM97,TMEM97,0.9999689
CNFN,CNFN,0.9998598
FUT2,FUT2,1.0
RRP9,RRP9,1.0
LDLR,LDLR,0.99999195
UBALD2,UBALD2,1.0
NES,NES,0.9999162
SLC2A1-AS1,SLC2A1-AS1,1.0
ZC3HC1,ZC3HC1,1.0
EMP3,EMP3,1.0
HIST1H2BN,HIST1H2BN,0.9999386
LEPR,LEPR,1.0
SMIM24,SMIM24,0.99993044
DGKH,DGKH,0.9998866
NT5DC3,NT5DC3,0.999988
GBP2,GBP2,0.9999713
DNAJC2,DNAJC2,1.0
LINC01391,LINC01391,1.0
KLRG1,KLRG1,0.9998663
TGFBR3,TGFBR3,0.9999042
RP11-455F5.3,RP11-455F5.3,1.0
THUMPD1,THUMPD1,1.0
BICD1,BICD1,0.9999654
BRMS1L,BRMS1L,1.0
SNX10,SNX10,0.999998
QTRTD1,QTRTD1,0.9998949
TEP1,TEP1,1.0
GNAO1,GNAO1,1.0
SFTPD-AS1,KLHDC7B,0.3454693
KLHDC7B,KLHDC7B,1.0
PSMC3IP,PSMC3IP,1.0
TAP2,TAP2,0.9999276
LINC00431,RP3-333A15.1,0.37131462
RAB7B,RP3-333A15.1,0.38722828
ABCB1,RP3-333A15.1,0.4345711
BACE2,RP3-333A15.1,0.52391016
RP13-143G15.4,RP3-333A15.1,0.5499896
BARX1,RP3-333A15.1,0.80580044
RP3-333A15.1,RP3-333A15.1,1.0
RP11-2C24.9,RP11-2C24.9,0.9999179
VPS25,VPS25,0.99996823
POLR2H,POLR2H,0.99999315
SERPINF1,SERPINF1,1.0
CDKN1C,CDKN1C,1.0
RAC1,RAC1,1.0
ICAM2,ICAM2,0.9999677
RP11-297N6.4,RP11-297N6.4,0.9999505
UBASH3A,UBASH3A,0.99998116
AC073133.1,AC073133.1,1.0
DKC1,DKC1,0.9999566
CYBRD1,CYBRD1,0.9999793
MALSU1,MALSU1,1.0
RILPL2,RILPL2,1.0
RNF157,RNF157,0.9998939
CRTC3-AS1,CRTC3-AS1,0.99994063
LGALSL,LGALSL,0.9999703
AC009120.11,AC009120.11,1.0
NTHL1,NTHL1,0.9999795
DPYSL2,DPYSL2,1.0
SH3KBP1,SH3KBP1,1.0
SNHG15,SNHG15,1.0
RAN,PSMB7,0.32606485
PSMB1,PSMB7,0.3348369
UBB,PSMB7,0.33525935
PRDX1,PSMB7,0.39156553
PSMB7,PSMB7,1.0
ZNF48,ZNF48,1.0
TOMM40,TOMM40,1.0
RDH10,RDH10,1.0
HOTAIR,HOTAIR,0.9999119
SULT4A1,SULT4A1,0.9999143
LL22NC03-86G7.1,LL22NC03-86G7.1,0.9999717
CTSE,KLF4,0.32122734
KLF4,KLF4,1.0
MIF-AS1,MIF-AS1,1.0
JRKL,JRKL,0.99991447
RP11-410K21.2,RP11-410K21.2,1.0
RP11-598F7.3,RP11-598F7.3,0.99996024
ASPHD1,ASPHD1,1.0
PI16,OLFML3,0.4220658
PHLDA3,OLFML3,0.45069996
PRSS35,OLFML3,0.4583809
OLFML3,OLFML3,0.9999819
KMT5A,KMT5A,1.0
RP4-790G17.7,RP4-790G17.7,0.99995923
RP11-98O2.1,RP11-98O2.1,1.0
LINC00511,PAEP,0.39638403
KISS1,PAEP,0.4000351
RP11-702F3.3,PAEP,0.40733895
JADRR,PAEP,0.43238527
HEY1,PAEP,0.44539246
RP13-143G15.4,PAEP,0.45865375
COL6A2,PAEP,0.48958898
RP11-1152H15.1,PAEP,0.4902568
LILRB1,PAEP,0.490426
RP11-366H4.1,PAEP,0.56338024
PDGFA,PAEP,0.5635534
APP,PAEP,0.68211645
CTB-178M22.2,PAEP,0.82541263
TFPI2,PAEP,0.82541275
CCNA1,PAEP,0.8254129
PAEP,PAEP,1.0
SSBP1,TPI1,0.3120183
GSTP1,TPI1,0.3140717
ATP5G3,TPI1,0.3151558
PRDX2,TPI1,0.3194416
UBE2L3,TPI1,0.3204183
UBB,TPI1,0.32130483
NDUFS5,TPI1,0.33336136
NME1,TPI1,0.33817276
PSMB1,TPI1,0.34274164
RAN,TPI1,0.36380056
RANBP1,TPI1,0.3772656
PRDX1,TPI1,0.40618542
TPI1,TPI1,1.0
CYP1A1,CYP1A1,1.0
RRM1,RRM1,1.0
HMGB2,H2AFZ,0.31619364
MALAT1,H2AFZ,0.33208182
SNRPG,H2AFZ,0.3417879
HSPE1,H2AFZ,0.34712932
TUBA1B,H2AFZ,0.35586947
PTMA,H2AFZ,0.40370718
HMGB1,H2AFZ,0.4122121
RANBP1,H2AFZ,0.42750308
H2AFZ,H2AFZ,1.0
PALD1,PALD1,0.99990803
NEK11,NEK11,0.9999987
CTD-2378E12.1,CTD-2378E12.1,0.99991053
AC020571.3,AC020571.3,1.0
GALE,GALE,0.9999666
RP1-45N11.1,RP1-45N11.1,1.0
NKD2,NKD2,1.0
CTC-232P5.1,CTC-232P5.1,0.99988985
LEFTY2,RP11-65J3.3,0.5576328
LEFTY1,RP11-65J3.3,0.7138064
RP11-65J3.3,RP11-65J3.3,0.9998131
HSPH1,HSPH1,1.0
HAPLN4,HAPLN4,1.0
DYSF,DYSF,0.99988735
DUSP9,DUSP9,1.0
NME5,NME5,1.0
CELSR2,CELSR2,0.9998889
PBX1,PBX1,1.0
RUNX1T1,RUNX1T1,0.99997395
H1FX-AS1,H1FX-AS1,0.99998266
S100A8,AC005264.2,0.36353108
PI16,AC005264.2,0.36888954
AC005264.2,AC005264.2,1.0
DESI2,DESI2,1.0
C10orf126,C10orf126,1.0
CH507-9B2.5,CH507-9B2.5,1.0
RAB32,RAB32,0.99995434
MIS18A,MIS18A,1.0
SLIRP,NME1,0.34815446
PARK7,NME1,0.35340577
EIF5A,NME1,0.35353932
CYCS,NME1,0.3552077
SNRPD1,NME1,0.3557292
PHB,NME1,0.36788845
CACYBP,NME1,0.38420007
HMGB1,NME1,0.39049506
ATP5G3,NME1,0.40431908
PTMA,NME1,0.4214424
NDUFS5,NME1,0.43113545
PRDX1,NME1,0.43114716
RAN,NME1,0.43563884
HSPE1,NME1,0.44384098
RANBP1,NME1,0.5307825
NME1,NME1,1.0
DNAH2,DNAH2,0.99991804
RAB42,RAB42,1.0
TESK2,TESK2,0.9998618
C11orf70,C11orf70,1.0
CACYBP,ATP5G3,0.32458857
CHCHD2,ATP5G3,0.32831314
PSMB1,ATP5G3,0.33241037
PSMB3,ATP5G3,0.33286023
SLIRP,ATP5G3,0.3343528
SNRPD1,ATP5G3,0.33554557
ATP5J2,ATP5G3,0.3445466
POMP,ATP5G3,0.3499334
RAN,ATP5G3,0.36163774
PTMA,ATP5G3,0.3676981
PRDX1,ATP5G3,0.3961395
RANBP1,ATP5G3,0.3961739
NDUFS5,ATP5G3,0.3980532
NME1,ATP5G3,0.40431908
HSPE1,ATP5G3,0.4350069
ATP5G3,ATP5G3,1.0
CCDC80,CCDC80,1.0
ALDH2,ALDH2,1.0
UBE2T,UBE2T,1.0
BBS2,BBS2,1.0
HMGB2,NUCKS1,0.315658
UBE2S,NUCKS1,0.32951853
NUCKS1,NUCKS1,1.0
ESCO2,ESCO2,0.9999489
RP11-366H4.1,SPATS2L,0.34731722
CTB-178M22.2,SPATS2L,0.35704875
TFPI2,SPATS2L,0.35705408
CCNA1,SPATS2L,0.35705438
SPATS2L,SPATS2L,1.0
CLCN1,CLCN1,1.0
GINS2,GINS2,0.99997145
SULT1A2,SULT1A2,0.9998605
SLCO4A1,SLCO4A1,0.9999219
NUFIP1,NUFIP1,1.0
BAG2,BAG2,1.0
EFCAB7,EFCAB7,0.99994284
COX6B2,COX6B2,0.99997026
RP4-613B23.1,RP4-613B23.1,1.0
THNSL1,THNSL1,1.0
TAF4,TAF4,1.0
UBE2E2,UBE2E2,0.9999753
UBXN10-AS1,UBXN10-AS1,0.9999458
DBR1,DBR1,1.0
RP11-151A10.3,RP11-151A10.3,0.99996984
RP11-188D8.1,RP11-188D8.1,1.0
METTL7A,METTL7A,1.0
PDHA1,PDHA1,1.0
CTD-2528L19.6,CTD-2528L19.6,0.9998819
LSMEM1,LSMEM1,1.0
CENPV,CENPV,0.9999795
METTL5,METTL5,1.0
PSMA4,GAPDH,0.3132832
UFD1L,GAPDH,0.31381395
GSTP1,GAPDH,0.32484207
PRDX6,GAPDH,0.32558152
UBB,GAPDH,0.32893825
NACA,GAPDH,0.33107528
MDH2,GAPDH,0.3421639
RAN,GAPDH,0.3442224
ENO1,GAPDH,0.34509006
GNB2L1,GAPDH,0.35159543
PRDX1,GAPDH,0.3588819
LDHA,GAPDH,0.36514032
ALDOA,GAPDH,0.40866253
LDHB,GAPDH,0.4108641
NPM1,GAPDH,0.41208106
GAPDH,GAPDH,1.0
ECI1,ECI1,1.0
EPB41L4A,EPB41L4A,0.9998683
TMA16,TMA16,1.0
ARL1,ARL1,0.9999179
SPAG5,SPAG5,0.9998964
MGST2,MGST2,0.9999859
RPS6,TPT1,0.32467267
RPS3,TPT1,0.3430349
RPS4X,TPT1,0.35582578
RPL13A,TPT1,0.38102147
EEF1A1,TPT1,0.42631912
TPT1,TPT1,0.9999998
EIF2S2,EIF2S2,1.0
ITM2A,ITM2A,1.0
ABL2,ABL2,0.99998456
LRP10,LRP10,1.0
PITX1,PITX1,1.0
GLI1,GLI1,1.0
SLC29A3,SLC29A3,1.0
MIR22HG,MIR22HG,1.0
VCPKMT,VCPKMT,1.0
CUTC,CUTC,0.9999053
NEIL3,NEIL3,1.0
RTN4R,RTN4R,0.9999258
CNTNAP3,CNTNAP3,0.9999833
POLR2A,POLR2A,1.0
PVALB,PVALB,1.0
EEF1G,EEF1G,0.9999375
NUDT6,NUDT6,1.0
FALEC,FALEC,0.9999482
FLJ20021,FLJ20021,0.99991345
HAS1,CRLF2,0.3305549
SERPINB8,CRLF2,0.35007238
SERPINE1,CRLF2,0.4761983
HIVEP2,CRLF2,0.497793
CCL2,CRLF2,0.58815736
CCL4L2,CRLF2,0.5945968
IL3RA,CRLF2,0.59811306
TNS1,CRLF2,0.7512863
SRPX,CRLF2,0.7512864
PRR9,CRLF2,0.75128645
CRLF2,CRLF2,1.0
HOPX,HOPX,1.0
HNRNPA2B1,HMGB1,0.34539452
PRDX1,HMGB1,0.34642404
ANP32B,HMGB1,0.35471973
STMN1,HMGB1,0.36215407
HSPE1,HMGB1,0.3709195
PA2G4,HMGB1,0.3740263
HMGB2,HMGB1,0.382557
TUBA1B,HMGB1,0.3860122
HSP90AA1,HMGB1,0.39040184
NME1,HMGB1,0.39049506
CACYBP,HMGB1,0.39451054
H2AFZ,HMGB1,0.4122121
RAN,HMGB1,0.44804662
PTMA,HMGB1,0.5180529
RANBP1,HMGB1,0.5675771
HMGB1,HMGB1,1.0
AC007383.3,AC007383.3,0.99993
PRNP,PRNP,1.0
RP11-1094M14.11,RP11-1094M14.11,0.99999255
PSRC1,PSRC1,0.9999514
NCF2,NCF2,0.9999692
RP11-1399P15.1,RP11-1399P15.1,1.0
THRB,THRB,1.0
LINC00346,RP11-61E11.1,0.3824967
RP11-61E11.1,RP11-61E11.1,1.0
RADIL,RADIL,1.0
MYO1G,NCF1,0.3190652
FYB,NCF1,0.32016402
GLIPR1,NCF1,0.32553053
CIB3,NCF1,0.3361402
SRGN,NCF1,0.3371827
ADGRE3,NCF1,0.37700164
IL22RA2,NCF1,0.4664255
NCF1,NCF1,1.0
PTGES,PTGES,0.9999768
KNSTRN,KNSTRN,1.0
AHSP,AHSP,0.99991333
RP11-342M1.3,RP11-342M1.3,0.9998785
TSPAN10,TSPAN10,1.0
TMEM74B,TMEM74B,1.0
RGPD5,RGPD5,1.0
STAR,STAR,1.0
NXT1,NXT1,1.0
CAV2,CAV2,0.99966973
RP11-127B20.3,RP11-127B20.3,1.0
PIM1,PIM1,1.0
FLT3,FLT3,1.0
SDR9C7,SDR9C7,0.99980474
NUP62CL,NUP62CL,0.9999851
CD58,CD58,0.9999333
PDCD10,PDCD10,1.0
INF2,INF2,1.0
ARID1A,ARID1A,1.0
RBM8A,RBM8A,0.99999326
FOLR1,FOLR1,0.99995804
PCID2,PCID2,0.9999778
SERINC2,SERINC2,0.9999186
LMAN1,LMAN1,0.99998975
RP11-92G12.3,RP11-92G12.3,1.0
ZBTB1,ZBTB1,0.99998915
WDR3,WDR3,1.0
AC253572.1,AC253572.1,0.99994123
IL23R,IL23R,1.0
RAPH1,RAPH1,1.0
FAM3C,FAM3C,1.0
ESAM,ESAM,0.99994093
MRPS5,MRPS5,1.0
UBB,ACTB,0.3152353
ACTB,ACTB,0.99999833
PLCE1,PLCE1,1.0
GOLGA8A,GOLGA8A,0.999998
LINC01513,LINC01513,0.9999919
HIST1H2BF,HIST1H2BF,0.9999282
LEFTY2,LEFTY1,0.6374567
RP11-65J3.3,LEFTY1,0.7138064
LEFTY1,LEFTY1,1.0
MAPK8IP1,MAPK8IP1,0.9999709
RP11-705O1.8,RP11-705O1.8,1.0
BLVRB,HBZ,0.33731604
GYPB,HBZ,0.33813605
ALAS2,HBZ,0.33958632
HBA1,HBZ,0.3510743
HBG1,HBZ,0.3574868
HBG2,HBZ,0.4676491
HBZ,HBZ,1.0
PTRF,PTRF,1.0
ETFB,ETFB,0.9999846
ZBTB14,ZBTB14,0.9999764
RAN,STMN1,0.34066713
RANBP1,STMN1,0.34567797
PRDX1,STMN1,0.3557341
HMGB1,STMN1,0.36215407
STMN1,STMN1,1.0
HK2,HK2,1.0
C11orf21,C11orf21,1.0
C10orf128,C10orf128,0.9999466
CLC,CLC,0.999917
HLA-A,HLA-A,1.0
